timestamp,device_id,device_name,vibration,temperature,current,pressure,flow_rate
2026-01-01 04:20:00,pump-01,ポンプA-01,2.53,45.1,7.97,2.05,14.54
2026-01-01 04:30:00,pump-01,ポンプA-01,3.46,43.83,8.34,2.08,14.38
2026-01-01 04:40:00,pump-01,ポンプA-01,3.07,46.96,7.7,2.02,15.13
2026-01-01 04:50:00,pump-01,ポンプA-01,3.23,43.14,7.84,2.05,15.15
2026-01-01 05:00:00,pump-01,ポンプA-01,3.08,45.52,8.16,2.02,15.15
2026-01-01 05:10:00,pump-01,ポンプA-01,2.79,47.8,8.74,1.88,15.33
2026-01-01 05:20:00,pump-01,ポンプA-01,2.71,46.18,9.08,1.92,15.48
2026-01-01 05:30:00,pump-01,ポンプA-01,3.12,46.23,9.45,1.98,14.62
2026-01-01 05:40:00,pump-01,ポンプA-01,2.73,43.78,8.46,2.03,15.14
2026-01-01 05:50:00,pump-01,ポンプA-01,3.25,45.02,9.23,1.97,16.36
2026-01-01 06:00:00,pump-01,ポンプA-01,3.19,43.71,7.96,2.05,14.89
2026-01-01 06:10:00,pump-01,ポンプA-01,3.21,45.71,8.46,1.92,14.24
2026-01-01 06:20:00,pump-01,ポンプA-01,2.87,46.28,8.61,1.88,15.09
2026-01-01 06:30:00,pump-01,ポンプA-01,3.12,43.67,8.58,2.01,14.43
2026-01-01 06:40:00,pump-01,ポンプA-01,3.11,45.84,9.04,2.11,14.31
2026-01-01 06:50:00,pump-01,ポンプA-01,2.72,45.77,8.76,2.05,16.93
2026-01-01 07:00:00,pump-01,ポンプA-01,3.17,46.7,8.98,2.07,14.84
2026-01-01 07:10:00,pump-01,ポンプA-01,3.23,43.84,8.38,1.95,15.04
2026-01-01 07:20:00,pump-01,ポンプA-01,3.69,42.2,8.84,1.84,14.76
2026-01-01 07:30:00,pump-01,ポンプA-01,3.33,45.1,7.96,1.93,15.34
2026-01-01 07:40:00,pump-01,ポンプA-01,2.78,45.32,8.52,1.93,16.07
2026-01-01 07:50:00,pump-01,ポンプA-01,3.19,41.96,8.59,1.93,15.43
2026-01-01 08:00:00,pump-01,ポンプA-01,2.76,46.83,9.25,2.09,14.4
2026-01-01 08:10:00,pump-01,ポンプA-01,2.9,46.29,8.67,2.18,15.2
2026-01-01 08:20:00,pump-01,ポンプA-01,2.62,48.38,10.06,2.1,14.24
2026-01-01 08:30:00,pump-01,ポンプA-01,2.85,48.9,8.65,2.04,15.39
2026-01-01 08:40:00,pump-01,ポンプA-01,2.72,46.91,7.38,1.9,14.87
2026-01-01 08:50:00,pump-01,ポンプA-01,2.63,49.45,8.28,1.96,15.07
2026-01-01 09:00:00,pump-01,ポンプA-01,3.43,44.85,9.58,2.0,14.51
2026-01-01 09:10:00,pump-01,ポンプA-01,3.14,47.3,8.7,2.01,14.81
2026-01-01 09:20:00,pump-01,ポンプA-01,3.03,47.99,9.79,1.88,16.07
2026-01-01 09:30:00,pump-01,ポンプA-01,2.41,46.77,9.29,2.03,14.69
2026-01-01 09:40:00,pump-01,ポンプA-01,2.94,46.26,8.71,2.08,15.18
2026-01-01 09:50:00,pump-01,ポンプA-01,2.79,48.35,9.15,2.08,15.31
2026-01-01 10:00:00,pump-01,ポンプA-01,2.75,46.16,9.37,2.06,14.99
2026-01-01 10:10:00,pump-01,ポンプA-01,3.04,48.92,8.7,2.05,14.9
2026-01-01 10:20:00,pump-01,ポンプA-01,2.93,48.65,9.41,2.08,15.65
2026-01-01 10:30:00,pump-01,ポンプA-01,3.01,48.02,8.84,2.03,14.93
2026-01-01 10:40:00,pump-01,ポンプA-01,3.03,47.89,8.59,2.21,14.5
2026-01-01 10:50:00,pump-01,ポンプA-01,2.64,48.74,9.4,2.06,15.31
2026-01-01 11:00:00,pump-01,ポンプA-01,3.0,45.65,9.04,1.93,15.49
2026-01-01 11:10:00,pump-01,ポンプA-01,2.96,45.76,8.84,2.04,14.72
2026-01-01 11:20:00,pump-01,ポンプA-01,2.75,47.37,9.12,1.95,14.76
2026-01-01 11:30:00,pump-01,ポンプA-01,3.07,44.83,8.3,1.93,14.89
2026-01-01 11:40:00,pump-01,ポンプA-01,3.09,49.21,9.43,1.98,14.99
2026-01-01 11:50:00,pump-01,ポンプA-01,2.7,46.97,8.86,2.03,14.59
2026-01-01 12:00:00,pump-01,ポンプA-01,3.16,49.3,8.95,2.04,15.35
2026-01-01 12:10:00,pump-01,ポンプA-01,2.88,47.34,9.01,2.01,14.61
2026-01-01 12:20:00,pump-01,ポンプA-01,3.01,47.75,9.73,2.1,16.08
2026-01-01 12:30:00,pump-01,ポンプA-01,2.77,48.31,9.09,2.22,14.6
2026-01-01 12:40:00,pump-01,ポンプA-01,2.75,46.1,7.94,1.95,14.62
2026-01-01 12:50:00,pump-01,ポンプA-01,3.05,47.51,9.94,2.1,14.71
2026-01-01 13:00:00,pump-01,ポンプA-01,2.73,47.74,8.34,2.18,15.59
2026-01-01 13:10:00,pump-01,ポンプA-01,2.86,44.43,9.68,1.99,15.62
2026-01-01 13:20:00,pump-01,ポンプA-01,2.52,46.1,9.0,2.0,14.77
2026-01-01 13:30:00,pump-01,ポンプA-01,3.19,45.4,8.93,2.01,15.26
2026-01-01 13:40:00,pump-01,ポンプA-01,3.21,45.31,8.23,2.13,15.17
2026-01-01 13:50:00,pump-01,ポンプA-01,2.78,49.33,9.06,2.12,15.03
2026-01-01 14:00:00,pump-01,ポンプA-01,3.62,49.63,8.88,2.1,15.32
2026-01-01 14:10:00,pump-01,ポンプA-01,3.41,45.55,9.34,2.11,14.12
2026-01-01 14:20:00,pump-01,ポンプA-01,2.65,43.94,8.87,2.07,15.75
2026-01-01 14:30:00,pump-01,ポンプA-01,3.02,49.44,8.31,1.83,14.97
2026-01-01 14:40:00,pump-01,ポンプA-01,3.12,46.95,7.97,1.99,14.35
2026-01-01 14:50:00,pump-01,ポンプA-01,3.2,47.55,8.53,1.95,14.47
2026-01-01 15:00:00,pump-01,ポンプA-01,2.98,48.43,8.51,2.05,14.73
2026-01-01 15:10:00,pump-01,ポンプA-01,2.76,46.84,8.48,1.94,14.4
2026-01-01 15:20:00,pump-01,ポンプA-01,3.59,47.05,8.65,2.02,14.94
2026-01-01 15:30:00,pump-01,ポンプA-01,2.93,47.92,9.38,1.95,14.71
2026-01-01 15:40:00,pump-01,ポンプA-01,2.92,43.55,8.24,2.14,15.82
2026-01-01 15:50:00,pump-01,ポンプA-01,2.93,47.86,9.16,2.31,15.56
2026-01-01 16:00:00,pump-01,ポンプA-01,2.96,45.57,8.2,2.02,14.62
2026-01-01 16:10:00,pump-01,ポンプA-01,2.57,46.03,8.46,2.17,15.44
2026-01-01 16:20:00,pump-01,ポンプA-01,3.0,49.22,9.04,1.91,15.76
2026-01-01 16:30:00,pump-01,ポンプA-01,3.16,45.44,8.9,1.91,14.31
2026-01-01 16:40:00,pump-01,ポンプA-01,3.28,49.86,8.3,2.06,14.67
2026-01-01 16:50:00,pump-01,ポンプA-01,2.85,46.11,8.57,2.0,14.58
2026-01-01 17:00:00,pump-01,ポンプA-01,3.08,46.92,8.88,1.91,14.71
2026-01-01 17:10:00,pump-01,ポンプA-01,3.23,47.75,8.51,2.01,15.38
2026-01-01 17:20:00,pump-01,ポンプA-01,2.5,47.82,8.67,2.06,14.62
2026-01-01 17:30:00,pump-01,ポンプA-01,2.46,44.56,9.02,2.03,14.55
2026-01-01 17:40:00,pump-01,ポンプA-01,3.19,44.51,8.97,1.88,14.67
2026-01-01 17:50:00,pump-01,ポンプA-01,3.01,45.71,8.81,2.1,14.71
2026-01-01 18:00:00,pump-01,ポンプA-01,3.25,45.31,9.26,2.14,13.76
2026-01-01 18:10:00,pump-01,ポンプA-01,2.76,47.87,8.9,2.04,14.7
2026-01-01 18:20:00,pump-01,ポンプA-01,3.03,46.77,9.58,2.03,15.17
2026-01-01 18:30:00,pump-01,ポンプA-01,2.88,46.27,8.78,2.04,14.79
2026-01-01 18:40:00,pump-01,ポンプA-01,3.09,50.11,9.44,1.97,15.6
2026-01-01 18:50:00,pump-01,ポンプA-01,2.88,43.94,8.5,1.81,14.82
2026-01-01 19:00:00,pump-01,ポンプA-01,3.01,47.51,8.66,1.98,15.41
2026-01-01 19:10:00,pump-01,ポンプA-01,2.34,45.35,8.89,1.85,15.57
2026-01-01 19:20:00,pump-01,ポンプA-01,3.1,44.38,8.82,2.23,15.09
2026-01-01 19:30:00,pump-01,ポンプA-01,3.07,44.31,8.08,2.08,14.57
2026-01-01 19:40:00,pump-01,ポンプA-01,3.02,44.28,8.74,2.03,15.52
2026-01-01 19:50:00,pump-01,ポンプA-01,2.85,44.6,8.01,1.96,15.19
2026-01-01 20:00:00,pump-01,ポンプA-01,3.23,43.62,8.93,2.14,15.21
2026-01-01 20:10:00,pump-01,ポンプA-01,3.56,43.84,7.88,1.82,15.75
2026-01-01 20:20:00,pump-01,ポンプA-01,3.2,44.92,8.64,1.89,16.22
2026-01-01 20:30:00,pump-01,ポンプA-01,3.04,45.16,8.86,2.05,15.11
2026-01-01 20:40:00,pump-01,ポンプA-01,2.76,45.71,9.44,2.13,15.8
2026-01-01 20:50:00,pump-01,ポンプA-01,2.85,43.52,8.44,2.01,15.55
2026-01-01 21:00:00,pump-01,ポンプA-01,2.49,47.29,8.42,1.96,14.49
2026-01-01 21:10:00,pump-01,ポンプA-01,2.5,46.23,8.54,1.87,14.35
2026-01-01 21:20:00,pump-01,ポンプA-01,2.9,47.5,8.37,1.85,14.88
2026-01-01 21:30:00,pump-01,ポンプA-01,2.92,40.95,8.47,1.98,15.35
2026-01-01 21:40:00,pump-01,ポンプA-01,3.55,46.69,8.37,1.89,16.29
2026-01-01 21:50:00,pump-01,ポンプA-01,3.02,45.02,8.49,2.02,14.93
2026-01-01 22:00:00,pump-01,ポンプA-01,2.83,44.18,8.48,1.95,14.64
2026-01-01 22:10:00,pump-01,ポンプA-01,3.03,44.62,9.25,1.73,15.55
2026-01-01 22:20:00,pump-01,ポンプA-01,3.37,41.89,8.33,1.96,14.3
2026-01-01 22:30:00,pump-01,ポンプA-01,2.77,43.33,9.38,2.09,15.64
2026-01-01 22:40:00,pump-01,ポンプA-01,3.22,43.31,8.24,2.05,14.39
2026-01-01 22:50:00,pump-01,ポンプA-01,3.21,44.64,8.31,2.07,15.22
2026-01-01 23:00:00,pump-01,ポンプA-01,2.89,46.74,7.96,2.06,15.3
2026-01-01 23:10:00,pump-01,ポンプA-01,2.91,45.49,7.87,2.09,14.91
2026-01-01 23:20:00,pump-01,ポンプA-01,2.84,46.57,8.15,1.86,14.22
2026-01-01 23:30:00,pump-01,ポンプA-01,3.18,43.08,9.38,1.79,15.85
2026-01-01 23:40:00,pump-01,ポンプA-01,3.06,44.85,8.23,2.04,14.98
2026-01-01 23:50:00,pump-01,ポンプA-01,3.33,45.17,8.58,1.96,14.97
2026-01-02 00:00:00,pump-01,ポンプA-01,3.09,42.43,7.83,2.07,15.09
2026-01-02 00:10:00,pump-01,ポンプA-01,2.94,45.03,8.67,1.95,14.61
2026-01-02 00:20:00,pump-01,ポンプA-01,3.06,43.53,8.7,1.83,15.51
2026-01-02 00:30:00,pump-01,ポンプA-01,3.14,45.38,8.99,2.17,15.51
2026-01-02 00:40:00,pump-01,ポンプA-01,2.45,43.08,8.19,2.0,15.26
2026-01-02 00:50:00,pump-01,ポンプA-01,2.78,45.28,8.12,1.94,14.3
2026-01-02 01:00:00,pump-01,ポンプA-01,2.72,42.97,8.01,2.11,14.53
2026-01-02 01:10:00,pump-01,ポンプA-01,3.79,45.74,8.59,1.91,15.35
2026-01-02 01:20:00,pump-01,ポンプA-01,2.83,45.18,9.78,1.99,15.57
2026-01-02 01:30:00,pump-01,ポンプA-01,2.79,44.95,9.39,1.94,15.91
2026-01-02 01:40:00,pump-01,ポンプA-01,3.21,44.16,8.82,2.1,15.31
2026-01-02 01:50:00,pump-01,ポンプA-01,2.53,43.91,8.38,1.99,15.31
2026-01-02 02:00:00,pump-01,ポンプA-01,3.05,43.0,8.69,2.06,15.28
2026-01-02 02:10:00,pump-01,ポンプA-01,3.32,46.25,8.73,1.99,14.17
2026-01-02 02:20:00,pump-01,ポンプA-01,3.13,45.31,8.64,1.87,14.46
2026-01-02 02:30:00,pump-01,ポンプA-01,3.32,44.94,8.84,2.0,15.01
2026-01-02 02:40:00,pump-01,ポンプA-01,3.28,44.23,8.55,1.95,14.78
2026-01-02 02:50:00,pump-01,ポンプA-01,2.91,45.33,8.26,2.13,14.55
2026-01-02 03:00:00,pump-01,ポンプA-01,2.94,44.34,9.22,2.02,15.52
2026-01-02 03:10:00,pump-01,ポンプA-01,2.55,45.4,8.94,2.01,15.53
2026-01-02 03:20:00,pump-01,ポンプA-01,2.84,47.11,9.65,1.96,14.78
2026-01-02 03:30:00,pump-01,ポンプA-01,3.44,47.37,8.24,1.96,14.86
2026-01-02 03:40:00,pump-01,ポンプA-01,2.6,43.62,8.0,1.92,14.98
2026-01-02 03:50:00,pump-01,ポンプA-01,3.07,47.33,8.0,2.1,14.89
2026-01-02 04:00:00,pump-01,ポンプA-01,2.99,46.01,7.94,2.04,15.08
2026-01-02 04:10:00,pump-01,ポンプA-01,3.15,45.43,9.73,1.94,14.73
2026-01-02 04:20:00,pump-01,ポンプA-01,2.81,44.17,8.18,2.12,15.71
2026-01-02 04:30:00,pump-01,ポンプA-01,2.83,43.75,8.74,1.94,15.32
2026-01-02 04:40:00,pump-01,ポンプA-01,3.06,42.73,9.27,2.18,14.69
2026-01-02 04:50:00,pump-01,ポンプA-01,2.88,45.43,8.67,2.07,16.01
2026-01-02 05:00:00,pump-01,ポンプA-01,2.95,43.8,7.81,1.93,14.98
2026-01-02 05:10:00,pump-01,ポンプA-01,3.54,44.22,8.61,2.0,15.59
2026-01-02 05:20:00,pump-01,ポンプA-01,3.76,44.2,8.26,2.1,15.34
2026-01-02 05:30:00,pump-01,ポンプA-01,3.55,45.88,8.32,2.06,15.55
2026-01-02 05:40:00,pump-01,ポンプA-01,3.25,45.76,9.03,2.12,15.69
2026-01-02 05:50:00,pump-01,ポンプA-01,3.19,44.75,8.57,2.12,14.59
2026-01-02 06:00:00,pump-01,ポンプA-01,3.11,44.41,8.51,2.13,15.1
2026-01-02 06:10:00,pump-01,ポンプA-01,3.01,42.96,8.87,2.06,16.08
2026-01-02 06:20:00,pump-01,ポンプA-01,2.91,45.33,8.62,2.16,14.95
2026-01-02 06:30:00,pump-01,ポンプA-01,3.08,45.91,8.59,1.96,15.1
2026-01-02 06:40:00,pump-01,ポンプA-01,3.32,43.46,8.57,1.93,15.6
2026-01-02 06:50:00,pump-01,ポンプA-01,2.54,44.16,8.69,2.16,14.97
2026-01-02 07:00:00,pump-01,ポンプA-01,2.83,47.82,7.78,1.78,15.22
2026-01-02 07:10:00,pump-01,ポンプA-01,2.85,43.47,8.85,2.02,14.72
2026-01-02 07:20:00,pump-01,ポンプA-01,2.62,46.31,8.83,1.99,15.92
2026-01-02 07:30:00,pump-01,ポンプA-01,2.68,42.71,8.15,2.0,15.12
2026-01-02 07:40:00,pump-01,ポンプA-01,2.93,45.53,7.87,2.14,14.96
2026-01-02 07:50:00,pump-01,ポンプA-01,3.34,45.51,8.73,2.06,15.22
2026-01-02 08:00:00,pump-01,ポンプA-01,3.19,48.99,9.1,2.07,14.96
2026-01-02 08:10:00,pump-01,ポンプA-01,3.43,45.99,9.9,2.0,14.28
2026-01-02 08:20:00,pump-01,ポンプA-01,3.04,45.98,9.42,1.93,14.78
2026-01-02 08:30:00,pump-01,ポンプA-01,2.43,46.32,7.79,1.84,15.38
2026-01-02 08:40:00,pump-01,ポンプA-01,3.24,47.64,8.52,2.0,15.0
2026-01-02 08:50:00,pump-01,ポンプA-01,2.65,49.26,9.44,1.98,15.01
2026-01-02 09:00:00,pump-01,ポンプA-01,3.06,43.94,8.88,1.93,14.5
2026-01-02 09:10:00,pump-01,ポンプA-01,2.92,49.7,9.32,1.94,15.29
2026-01-02 09:20:00,pump-01,ポンプA-01,3.42,48.39,9.03,1.94,15.35
2026-01-02 09:30:00,pump-01,ポンプA-01,3.12,48.34,9.32,2.1,14.73
2026-01-02 09:40:00,pump-01,ポンプA-01,3.4,47.3,10.04,1.93,15.87
2026-01-02 09:50:00,pump-01,ポンプA-01,3.06,46.02,8.76,1.97,15.21
2026-01-02 10:00:00,pump-01,ポンプA-01,3.16,46.14,8.99,2.21,15.86
2026-01-02 10:10:00,pump-01,ポンプA-01,3.13,47.06,9.06,2.06,14.49
2026-01-02 10:20:00,pump-01,ポンプA-01,2.92,44.5,9.2,2.06,14.76
2026-01-02 10:30:00,pump-01,ポンプA-01,3.47,45.16,8.27,2.02,15.52
2026-01-02 10:40:00,pump-01,ポンプA-01,3.51,46.31,9.54,2.0,14.91
2026-01-02 10:50:00,pump-01,ポンプA-01,3.27,47.98,8.21,2.15,15.69
2026-01-02 11:00:00,pump-01,ポンプA-01,2.81,47.59,9.25,2.03,14.72
2026-01-02 11:10:00,pump-01,ポンプA-01,2.8,46.96,9.59,2.05,14.81
2026-01-02 11:20:00,pump-01,ポンプA-01,3.23,42.73,9.57,1.83,14.82
2026-01-02 11:30:00,pump-01,ポンプA-01,2.66,45.06,9.58,1.95,15.17
2026-01-02 11:40:00,pump-01,ポンプA-01,2.99,47.72,9.04,1.87,15.5
2026-01-02 11:50:00,pump-01,ポンプA-01,2.85,44.67,8.79,2.15,15.43
2026-01-02 12:00:00,pump-01,ポンプA-01,2.9,46.48,8.84,2.21,15.19
2026-01-02 12:10:00,pump-01,ポンプA-01,3.13,48.55,9.12,1.97,14.9
2026-01-02 12:20:00,pump-01,ポンプA-01,2.98,46.94,9.36,2.01,15.37
2026-01-02 12:30:00,pump-01,ポンプA-01,2.98,47.12,8.0,2.09,15.17
2026-01-02 12:40:00,pump-01,ポンプA-01,3.3,42.66,10.04,1.99,15.55
2026-01-02 12:50:00,pump-01,ポンプA-01,2.69,47.92,8.47,1.94,15.96
2026-01-02 13:00:00,pump-01,ポンプA-01,2.94,47.33,9.44,2.05,15.08
2026-01-02 13:10:00,pump-01,ポンプA-01,3.11,50.61,8.97,2.02,15.53
2026-01-02 13:20:00,pump-01,ポンプA-01,3.33,48.78,9.32,1.89,15.82
2026-01-02 13:30:00,pump-01,ポンプA-01,2.66,47.45,8.62,1.99,15.16
2026-01-02 13:40:00,pump-01,ポンプA-01,3.1,47.63,9.81,2.05,14.88
2026-01-02 13:50:00,pump-01,ポンプA-01,3.29,48.78,8.39,2.06,15.35
2026-01-02 14:00:00,pump-01,ポンプA-01,2.91,49.06,8.92,2.01,14.91
2026-01-02 14:10:00,pump-01,ポンプA-01,3.0,45.36,8.28,2.16,14.58
2026-01-02 14:20:00,pump-01,ポンプA-01,2.7,43.77,8.68,1.87,15.82
2026-01-02 14:30:00,pump-01,ポンプA-01,3.3,45.97,10.13,2.1,14.84
2026-01-02 14:40:00,pump-01,ポンプA-01,2.25,50.44,8.31,1.84,15.51
2026-01-02 14:50:00,pump-01,ポンプA-01,3.73,49.08,9.28,2.06,15.43
2026-01-02 15:00:00,pump-01,ポンプA-01,3.23,47.42,9.05,1.99,14.62
2026-01-02 15:10:00,pump-01,ポンプA-01,2.92,44.46,8.95,1.9,14.45
2026-01-02 15:20:00,pump-01,ポンプA-01,3.05,49.09,9.46,1.84,14.51
2026-01-02 15:30:00,pump-01,ポンプA-01,3.28,45.53,8.89,2.06,14.52
2026-01-02 15:40:00,pump-01,ポンプA-01,3.03,45.0,8.7,2.03,14.2
2026-01-02 15:50:00,pump-01,ポンプA-01,3.13,46.97,9.28,2.02,15.68
2026-01-02 16:00:00,pump-01,ポンプA-01,3.04,46.36,9.06,2.05,15.02
2026-01-02 16:10:00,pump-01,ポンプA-01,3.01,45.95,8.67,1.86,15.87
2026-01-02 16:20:00,pump-01,ポンプA-01,2.63,45.96,8.64,2.09,14.85
2026-01-02 16:30:00,pump-01,ポンプA-01,3.37,45.99,9.14,1.92,16.07
2026-01-02 16:40:00,pump-01,ポンプA-01,2.64,47.46,9.32,2.04,14.91
2026-01-02 16:50:00,pump-01,ポンプA-01,2.96,47.07,8.93,2.1,16.11
2026-01-02 17:00:00,pump-01,ポンプA-01,2.83,44.95,8.96,2.26,14.6
2026-01-02 17:10:00,pump-01,ポンプA-01,3.49,49.52,8.72,2.06,15.81
2026-01-02 17:20:00,pump-01,ポンプA-01,2.89,46.69,8.71,1.9,14.68
2026-01-02 17:30:00,pump-01,ポンプA-01,2.63,47.05,8.62,2.02,14.22
2026-01-02 17:40:00,pump-01,ポンプA-01,3.1,48.25,8.0,2.04,15.61
2026-01-02 17:50:00,pump-01,ポンプA-01,2.64,49.51,9.21,1.93,14.97
2026-01-02 18:00:00,pump-01,ポンプA-01,3.17,47.11,9.27,1.91,15.08
2026-01-02 18:10:00,pump-01,ポンプA-01,2.58,46.83,8.55,1.93,15.62
2026-01-02 18:20:00,pump-01,ポンプA-01,3.33,47.91,8.45,1.97,15.61
2026-01-02 18:30:00,pump-01,ポンプA-01,3.04,50.48,9.2,2.02,14.85
2026-01-02 18:40:00,pump-01,ポンプA-01,3.04,46.77,9.35,2.1,14.61
2026-01-02 18:50:00,pump-01,ポンプA-01,2.6,44.25,9.25,1.89,13.92
2026-01-02 19:00:00,pump-01,ポンプA-01,3.12,48.74,8.5,2.08,15.04
2026-01-02 19:10:00,pump-01,ポンプA-01,2.97,46.38,8.35,2.03,15.16
2026-01-02 19:20:00,pump-01,ポンプA-01,2.8,46.49,8.41,1.92,15.27
2026-01-02 19:30:00,pump-01,ポンプA-01,2.73,45.04,8.5,2.11,15.24
2026-01-02 19:40:00,pump-01,ポンプA-01,2.99,46.23,9.2,2.06,15.01
2026-01-02 19:50:00,pump-01,ポンプA-01,2.61,43.4,8.35,1.94,14.91
2026-01-02 20:00:00,pump-01,ポンプA-01,3.02,45.79,8.46,2.05,15.03
2026-01-02 20:10:00,pump-01,ポンプA-01,2.41,43.59,8.43,1.88,15.3
2026-01-02 20:20:00,pump-01,ポンプA-01,3.46,46.83,8.39,2.15,15.07
2026-01-02 20:30:00,pump-01,ポンプA-01,2.9,44.08,8.35,1.96,15.09
2026-01-02 20:40:00,pump-01,ポンプA-01,3.05,45.0,8.72,2.12,15.47
2026-01-02 20:50:00,pump-01,ポンプA-01,2.55,41.17,8.97,1.86,14.89
2026-01-02 21:00:00,pump-01,ポンプA-01,2.65,42.3,8.77,2.08,14.71
2026-01-02 21:10:00,pump-01,ポンプA-01,2.22,44.18,8.7,1.85,15.09
2026-01-02 21:20:00,pump-01,ポンプA-01,3.0,45.87,8.56,1.9,15.6
2026-01-02 21:30:00,pump-01,ポンプA-01,2.95,44.96,8.03,1.96,14.56
2026-01-02 21:40:00,pump-01,ポンプA-01,2.95,47.57,7.81,1.84,15.74
2026-01-02 21:50:00,pump-01,ポンプA-01,2.94,44.0,9.02,1.94,15.91
2026-01-02 22:00:00,pump-01,ポンプA-01,3.2,44.27,9.58,1.94,15.37
2026-01-02 22:10:00,pump-01,ポンプA-01,3.09,46.95,9.28,2.0,14.62
2026-01-02 22:20:00,pump-01,ポンプA-01,3.14,43.98,9.51,2.01,14.82
2026-01-02 22:30:00,pump-01,ポンプA-01,3.06,42.98,8.01,2.12,14.67
2026-01-02 22:40:00,pump-01,ポンプA-01,2.69,45.8,9.09,2.07,15.5
2026-01-02 22:50:00,pump-01,ポンプA-01,2.77,42.87,9.25,1.97,14.87
2026-01-02 23:00:00,pump-01,ポンプA-01,3.4,45.83,8.73,2.22,14.68
2026-01-02 23:10:00,pump-01,ポンプA-01,3.28,45.09,8.63,2.15,15.25
2026-01-02 23:20:00,pump-01,ポンプA-01,3.16,46.61,8.32,1.92,14.48
2026-01-02 23:30:00,pump-01,ポンプA-01,2.41,48.08,7.95,1.98,14.86
2026-01-02 23:40:00,pump-01,ポンプA-01,3.09,46.22,8.93,1.94,14.92
2026-01-02 23:50:00,pump-01,ポンプA-01,3.08,44.63,9.3,2.05,15.37
2026-01-03 00:00:00,pump-01,ポンプA-01,3.2,46.76,8.59,1.87,15.2
2026-01-03 00:10:00,pump-01,ポンプA-01,2.8,44.21,8.79,2.12,15.01
2026-01-03 00:20:00,pump-01,ポンプA-01,3.09,47.55,8.62,2.26,15.28
2026-01-03 00:30:00,pump-01,ポンプA-01,2.47,46.13,8.69,2.13,15.34
2026-01-03 00:40:00,pump-01,ポンプA-01,2.96,43.16,8.4,1.91,14.71
2026-01-03 00:50:00,pump-01,ポンプA-01,3.18,47.5,8.7,1.88,15.22
2026-01-03 01:00:00,pump-01,ポンプA-01,3.36,44.09,8.43,2.0,14.61
2026-01-03 01:10:00,pump-01,ポンプA-01,3.19,44.82,8.71,1.91,14.78
2026-01-03 01:20:00,pump-01,ポンプA-01,3.22,44.44,9.36,1.96,15.11
2026-01-03 01:30:00,pump-01,ポンプA-01,3.28,42.87,7.62,1.85,15.63
2026-01-03 01:40:00,pump-01,ポンプA-01,2.83,48.84,8.22,2.02,15.77
2026-01-03 01:50:00,pump-01,ポンプA-01,3.6,48.09,9.1,2.1,15.3
2026-01-03 02:00:00,pump-01,ポンプA-01,3.23,44.17,8.09,2.0,14.91
2026-01-03 02:10:00,pump-01,ポンプA-01,2.86,46.04,8.98,2.01,15.74
